nodeid,OutAmount,OutValue,OutTransFee,InAmount,InValue,InTransFee,nodelabel
8095,17.0,14072.19,272.865,29.0,26254.65,416.536,0.0
8096,521.0,0.0,2993.65,112.0,0.0,245.17,0.0
8097,70.0,315518.18,1391.51,59.0,133398.469,614.307,0.0
8098,49.0,3359.896,194.118,43.0,2757.79,339.457,0.0
8099,37.0,3511.28,230.085,61.0,3699.59,391.587,0.0
8100,19.0,0.0,68.34,82.0,23511.76,668.912,0.0
8101,63.0,18908.18,976.72,88.0,14374.635,675.687,0.0
8102,36.0,2877.896,189.361,37.0,3729.82,155.56,0.0
8103,141.0,25157.539,1600.794,226.0,11677.85,1791.441,0.0
8104,13.0,3665.026,282.276,25.0,8236.25,193.245,0.0
8105,24.0,74.79,354.462,99.0,27739.135,693.568,0.0
8106,78.0,0.0,1163.137,106.0,0.0,15.136,0.0
8107,76.0,6499.139,1005.624,224.0,14353.406,4346.532,0.0
8108,10.0,0.0,35.57,436.0,10074.48,436.487,0.0
8109,22.0,1053.712,307.582,87.0,6452.152,873.156,0.0
8110,16.0,0.0,95.69,64.0,16988.19,511.641,0.0
8111,33.0,4289.53,180.406,79.0,77453.0,670.448,0.0
8112,19.0,10.27,65.15,32.0,6032.175,335.436,0.0
8113,211.0,0.0,21.43,1.0,0.0,5.11,0.0
8114,34.0,133840.865,748.535,61.0,29981.78,1041.646,0.0
8115,49.0,2722.43,594.67,41.0,6224.775,350.268,0.0
8116,9.0,2072.119,131.012,44.0,2799.351,493.725,0.0
8117,36.0,7448.8,298.655,57.0,44294.655,434.116,0.0
8118,24.0,2677.14,202.34,29.0,30443.117,348.336,0.0
8119,22.0,1308.04,347.39,26.0,3029.67,268.195,0.0
8120,10.0,32044.24,76.698,117.0,37106.76,1290.757,0.0
8121,70.0,8972.465,307.47,81.0,6734.92,304.169,0.0
8122,7.0,6816.68,31.88,39.0,25631.65,175.978,0.0
8123,201.0,0.0,13.08,1.0,0.0,2.5,0.0
8124,246.0,2839.67,215.302,330.0,6933.37,1243.757,0.0
8125,191.0,0.0,15.81,1.0,0.0,5.07,0.0
8126,128.0,10667.345,132.853,665.0,12027.63,1846.72,0.0
8127,183.0,17301.055,413.055,194.0,4516.86,580.8,0.0
8128,68.0,10559.853,938.579,297.0,10576.635,1066.321,0.0
8129,19.0,719.56,213.712,46.0,8087.0,355.679,0.0
8130,0.0,0.0,0.0,40.0,19329.74,865.223,0.0
8131,57.0,4699.52,677.907,74.0,38356.762,1660.942,0.0
8132,59.0,4713.95,1077.74,11.0,437.92,147.736,0.0
8133,10.0,0.0,43.08,16.0,8958.27,313.39,0.0
8134,46.0,26961.22,279.985,125.0,130892.42,612.508,0.0
8135,33.0,18218.4,672.23,35.0,20785.38,764.47,0.0
8136,76.0,262.77,728.4,35.0,0.0,32.89,0.0
8137,130.0,8764.85,943.81,142.0,11217.555,1842.885,0.0
8138,1001.0,0.0,129.29,0.0,0.0,0.0,0.0
8139,71.0,359983.15,2391.6,3.0,0.0,13.76,0.0
8140,17.0,6467.26,103.63,154.0,16255.169,552.051,0.0
8141,54.0,5099.11,635.013,267.0,8138.74,1347.449,0.0
8142,28.0,38596.42,340.885,73.0,19756.39,388.93,0.0
8143,23.0,5354.625,186.0,124.0,5802.7,721.352,0.0
8144,43.0,170885.385,525.049,108.0,52096.538,375.806,0.0
8145,37.0,9565.69,578.805,40.0,15295.83,758.005,0.0
8146,211.0,0.0,22.28,1.0,0.0,5.36,0.0
8147,128.0,31143.751,1936.074,139.0,234415.005,1916.587,0.0
8148,29.0,6302.807,382.764,32.0,9865.005,399.159,0.0
8149,39.0,0.0,322.55,81.0,106448.63,551.794,0.0
8150,29.0,0.0,223.97,32.0,1637.93,313.49,0.0
8151,67.0,13600.792,248.238,151.0,25297.758,1291.566,0.0
8152,14.0,658.78,190.17,30.0,12371.55,612.05,0.0
8153,464.0,0.0,963.79,24.0,0.0,6.01,0.0
8154,0.0,0.0,0.0,45.0,233.46,206.47,0.0
8155,66.0,10435.755,838.0,153.0,5720.285,457.495,0.0
8156,201.0,0.0,16.42,1.0,0.0,5.95,0.0
8157,21.0,9549.715,549.829,23.0,3277.46,405.71,0.0
8158,20.0,20481.917,105.823,78.0,26929.265,530.736,0.0
8159,15.0,3634.58,287.297,37.0,4836.75,930.856,0.0
8160,106.0,465.39,96.05,171.0,2034.44,536.834,0.0
8161,14.0,32.383,114.786,56.0,7700.684,267.703,0.0
8162,29.0,13132.18,380.795,52.0,7851.715,488.398,0.0
8163,311.0,267410.34,7028.01,99.0,0.0,2017.925,0.0
8164,15.0,7649.6,225.499,71.0,3859.4,633.727,0.0
8165,1.0,0.0,3.03,76.0,4976.625,265.944,0.0
8166,54.0,6304.845,774.14,52.0,3253.18,677.611,0.0
8167,46.0,4599.471,280.124,62.0,1002.095,193.285,0.0
8168,181.0,8229.515,1008.407,99.0,4677.269,632.253,0.0
8169,355.0,0.0,25.354,482.0,0.0,43.828,0.0
8170,42.0,68366.578,1023.673,47.0,52599.085,948.906,0.0
8171,28.0,25646.85,257.969,62.0,21759.935,717.011,0.0
8172,27.0,7441.3,285.415,44.0,24762.83,283.913,0.0
8173,126.0,30579.799,1136.685,348.0,32584.474,2154.955,0.0
8174,616.0,3852.185,3380.525,420.0,0.0,1188.825,0.0
8175,206.0,0.0,21.72,108.0,0.0,14.396,0.0
8176,0.0,0.0,0.0,41.0,25872.03,285.784,0.0
8177,7.0,29819.47,109.89,45.0,0.0,523.347,0.0
8178,77.0,24508.73,601.38,80.0,96458.72,654.88,0.0
8179,21.0,28667.717,348.765,29.0,13299.68,230.317,0.0
8180,19.0,6146.262,420.409,40.0,4400.045,386.633,0.0
8181,13.0,10257.84,301.32,21.0,13924.4,299.434,0.0
8182,260.0,76744.65,1761.155,364.0,65690.345,6356.391,0.0
8183,31.0,28642.37,487.35,59.0,7678.7,1024.73,0.0
8184,271.0,0.0,22.78,1.0,0.0,4.22,0.0
8185,189.0,0.0,15.12,1.0,0.0,4.6,0.0
8186,105.0,2119.98,1133.44,34.0,106.33,176.0,0.0
8187,42.0,12602.245,867.125,62.0,6196.582,768.211,0.0
8188,233.0,5160.375,300.485,169.0,5951.243,424.629,0.0
8189,20.0,11936.781,120.711,23.0,11848.53,179.704,0.0
8190,7148.0,0.0,25984.735,7148.0,0.0,25984.735,0.0
8191,37.0,27154.47,638.44,76.0,23023.61,1879.604,0.0
8192,171.0,16705.22,1453.24,238.0,0.0,647.83,0.0
8193,12.0,220.27,100.71,76.0,19650.97,835.31,0.0
8194,202.0,0.0,16.76,1.0,0.0,5.13,0.0
8195,17.0,4199.727,213.022,46.0,3892.785,389.24,0.0
8196,79.0,36.4,216.62,5.0,0.0,0.97,0.0
8197,39.0,6719.91,523.42,14.0,4902.12,191.064,0.0
8198,16.0,2017.41,142.025,28.0,13674.235,421.266,0.0
8199,205.0,77895.411,4297.559,187.0,85352.854,1233.333,0.0
8200,3912.0,45517.42,1897.305,652.0,55868.347,2326.897,0.0
8201,57.0,2012.46,311.39,52.0,1272.55,287.98,0.0
8202,469.0,133458.23,3687.71,432.0,546.7,1298.781,0.0
8203,25.0,18858.305,422.295,23.0,40469.955,442.268,0.0
8204,56.0,29794.67,1005.541,71.0,6619.984,629.121,0.0
8205,8.0,1892.56,94.36,190.0,162.71,352.272,0.0
8206,393.0,14729.952,1746.05,534.0,107212.879,3007.617,0.0
8207,69.0,64352.997,280.432,185.0,57096.89,287.961,0.0
8208,212.0,6005.57,2464.04,128.0,791.14,754.553,0.0
8209,20.0,4988.62,286.42,28.0,2797.46,278.612,0.0
8210,29.0,7614.147,320.918,32.0,12634.19,447.475,0.0
8211,20.0,7808.42,185.575,141.0,6230.59,588.29,0.0
8212,128.0,15907.5,305.498,29.0,16511.785,202.834,0.0
8213,159.0,6402.147,1289.049,175.0,0.0,207.01,0.0
8214,22.0,9874.795,552.763,29.0,7009.72,1360.598,0.0
8215,52.0,25577.97,1068.355,35.0,5028.745,781.38,0.0
8216,63.0,32430.2,1069.46,113.0,13086.375,938.692,0.0
8217,271.0,0.0,20.58,1.0,0.0,4.11,0.0
8218,15.0,26951.68,202.97,31.0,4221.92,303.741,0.0
8219,38.0,8425.115,612.48,46.0,12162.492,667.898,0.0
8220,11.0,3709.04,148.36,24.0,5168.435,326.488,0.0
8221,1001.0,0.0,94.89,0.0,0.0,0.0,0.0
8222,64.0,17782.16,468.96,131.0,24233.403,927.917,0.0
8223,23.0,5435.55,523.67,20.0,4869.66,439.85,0.0
8224,43.0,5001.845,422.308,42.0,21896.6,353.164,0.0
8225,374.0,689.12,1294.29,75.0,11.164,308.139,0.0
8226,23.0,9167.606,382.621,731.0,8938.319,561.943,0.0
8227,17.0,1275.23,185.27,94.0,0.0,291.786,0.0
8228,47.0,12781.01,828.653,49.0,12644.909,618.199,0.0
8229,2401.0,188883.14,18702.66,13.0,488.62,29.07,0.0
8230,10.0,0.0,9.05,35.0,5639.42,286.56,0.0
8231,70.0,2142.315,339.55,76.0,23863.03,699.376,0.0
8232,48.0,91206.66,600.24,57.0,67713.375,1045.078,0.0
8233,19.0,5176.58,191.23,55.0,33093.68,520.298,0.0
8234,210.0,0.0,25.14,1.0,0.0,4.91,0.0
8235,32.0,26184.33,677.89,21.0,3004.94,87.558,0.0
8236,195.0,20337.519,782.747,235.0,60183.144,722.557,0.0
8237,138.0,2188.83,557.632,168.0,11132.765,1479.295,0.0
8238,41.0,29118.31,615.014,34.0,20998.49,462.854,0.0
8239,63.0,126534.265,1390.303,191.0,178834.659,4539.7,0.0
8240,8.0,3062.53,53.97,26.0,22887.68,379.626,0.0
8241,28.0,13606.71,207.985,37.0,10956.805,270.395,0.0
8242,58.0,232.31,1167.22,4.0,0.0,10.03,0.0
8243,26.0,6323.59,418.18,36.0,4192.29,697.029,0.0
8244,71.0,86851.53,789.989,96.0,221557.606,1637.196,0.0
8245,16.0,27965.947,184.652,50.0,5519.06,576.661,0.0
8246,14.0,634.17,46.555,59.0,46084.48,644.294,0.0
8247,19.0,87803.347,314.365,17.0,110597.81,383.196,0.0
8248,65.0,0.0,124.66,1.0,0.0,4.64,0.0
8249,68.0,49027.334,734.843,63.0,10951.1,2027.065,0.0
8250,14.0,9743.28,239.875,34.0,18286.125,469.559,0.0
8251,201.0,0.0,12.92,1.0,0.0,4.2,0.0
8252,22.0,9167.06,446.765,47.0,22425.703,333.769,0.0
8253,191.0,0.0,15.05,1.0,0.0,5.49,0.0
8254,17.0,11188.917,292.864,34.0,15706.94,178.971,0.0
8255,16.0,1862.05,115.66,18.0,3465.33,418.36,0.0
8256,22.0,0.0,150.32,28.0,23624.01,542.83,0.0
8257,28.0,5220.5,381.77,32.0,6753.06,462.043,0.0
8258,30.0,0.0,261.882,46.0,70.01,373.017,0.0
8259,116.0,19275.6,1483.92,0.0,0.0,0.0,0.0
8260,32.0,9995.328,331.572,46.0,1627.39,435.732,0.0
8261,3337.0,2729.87,916.056,2161.0,0.0,1436.677,0.0
8262,47.0,2901.425,354.075,17.0,183.675,51.701,0.0
8263,22.0,0.0,175.247,108.0,34763.213,751.109,0.0
8264,43.0,5984.75,502.923,66.0,6878.895,701.26,0.0
8265,100.0,0.0,284.36,7.0,287.4,25.97,0.0
8266,95.0,12357.48,792.74,106.0,25774.57,1501.419,0.0
8267,27.0,6918.227,460.048,20.0,2097.506,283.167,0.0
8268,22.0,3004.67,521.35,54.0,3537.373,616.438,0.0
8269,36.0,17000.352,569.446,40.0,43590.87,494.174,0.0
8270,200.0,342.48,279.92,173.0,5685.143,1185.66,0.0
8271,26.0,11929.122,509.918,29.0,15854.375,506.722,0.0
8272,25.0,1070.83,69.085,65.0,7467.285,423.131,0.0
8273,18.0,2436.355,341.965,55.0,4411.065,321.74,0.0
8274,22.0,6538.37,277.824,13.0,4502.61,627.28,0.0
8275,9.0,82797.3,158.56,86.0,7472.495,817.367,0.0
8276,255.0,206.78,1988.205,42.0,3688.832,211.917,0.0
8277,123.0,2068.72,186.673,27.0,3357.94,229.245,0.0
8278,251.0,0.0,20.98,1.0,0.0,4.71,0.0
8279,19.0,2119.06,175.415,22.0,6974.885,211.811,0.0
8280,45.0,8916.489,597.858,691.0,18880.905,602.855,0.0
8281,42.0,13086.5,312.74,45.0,13015.76,450.34,0.0
8282,92.0,6021.315,180.75,119.0,21414.71,431.247,0.0
8283,95.0,31345.555,394.937,141.0,17224.49,813.047,0.0
8284,32.0,19360.551,440.315,139.0,17331.615,666.719,0.0
8285,319.0,0.0,2272.4,60.0,0.0,424.71,0.0
8286,14.0,2493.74,190.37,73.0,14960.373,1409.791,0.0
8287,25.0,5380.12,334.575,42.0,14551.698,553.002,0.0
8288,90.0,1869.64,741.075,176.0,9240.058,1371.729,0.0
8289,12.0,7377.53,169.465,20.0,7760.67,205.478,0.0
8290,106.0,2577.183,1899.588,76.0,8567.21,854.51,0.0
8291,20.0,1046.16,305.803,53.0,0.0,332.788,0.0
8292,18.0,23950.61,119.75,32.0,36923.22,554.445,0.0
8293,47.0,6886.527,744.5,284.0,5710.265,572.265,0.0
8294,240.0,0.0,15.11,1.0,0.0,3.41,0.0
8295,82.0,3474.36,1431.93,44.0,3184.17,321.62,0.0
8296,57.0,34182.255,129.745,70.0,12002.37,180.716,0.0
8297,20.0,3074.757,235.537,29.0,3725.95,169.877,0.0
8298,481.0,4924.77,921.97,535.0,346.93,136.295,0.0
8299,17.0,10209.763,276.078,32.0,8424.11,449.361,0.0
8300,28.0,79191.58,375.195,74.0,5557.735,1234.889,0.0
8301,54.0,5596.894,206.893,66.0,8075.19,329.531,0.0
8302,37.0,1645.37,313.94,71.0,17724.335,777.234,0.0
8303,365.0,15369.86,909.055,508.0,1859.81,1556.601,0.0
8304,94.0,245273.03,265.768,266.0,187244.29,1518.46,0.0
8305,20.0,1572.7,84.509,55.0,17740.28,146.958,0.0
8306,68.0,15744.473,659.411,174.0,7935.227,1263.804,0.0
8307,208.0,585.36,482.58,155.0,526.66,896.74,0.0
8308,20.0,5989.123,240.097,17.0,4050.05,228.01,0.0
8309,18.0,301.37,319.079,71.0,13696.09,503.686,0.0
8310,35.0,25920.51,361.634,67.0,34828.19,365.031,0.0
8311,210.0,0.0,23.91,1.0,0.0,4.83,0.0
8312,56.0,2666.8,300.12,46.0,1534.23,498.928,0.0
8313,31.0,9995.68,288.525,38.0,6148.27,268.748,0.0
8314,51.0,6997.82,406.68,15.0,0.0,87.692,0.0
8315,149.0,19583.05,3072.95,363.0,22103.7,3476.559,0.0
8316,24.0,2057.645,202.535,30.0,15857.42,273.761,0.0
8317,117.0,0.0,182.96,25.0,479.46,123.43,0.0
8318,31.0,49669.5,485.505,50.0,54842.549,186.709,0.0
8319,209.0,0.0,424.0,52.0,0.0,127.06,0.0
8320,54.0,12084.52,737.13,21.0,2667.944,252.511,0.0
8321,27.0,13206.635,177.881,55.0,504.493,223.639,0.0
8322,2097.0,32373.633,428.218,3268.0,77229.21,986.724,0.0
8323,388.0,0.0,1437.272,280.0,6465.442,1740.713,0.0
8324,123.0,280.68,1206.99,28.0,0.0,96.39,0.0
8325,229.0,0.0,12.24,1.0,0.0,3.35,0.0
8326,22.0,110409.911,695.902,30.0,77219.609,389.053,0.0
8327,8.0,888.63,365.2,28.0,1516.71,194.063,0.0
8328,23.0,3495.645,423.387,66.0,7113.645,765.198,0.0
8329,41.0,103311.27,420.508,22.0,7011.63,315.082,0.0
8330,14.0,91219.28,211.926,47.0,17683.45,297.675,0.0
8331,70.0,98026.13,794.43,89.0,56677.512,1055.217,0.0
8332,5932.0,0.0,673.115,1960.0,0.0,3272.4,0.0
8333,51.0,6980.13,228.71,687.0,8227.805,1210.499,0.0
8334,0.0,0.0,0.0,69.0,327.043,227.835,0.0
8335,210.0,19938.8,9322.285,201.0,40455.895,1215.064,0.0
8336,46.0,11456.48,948.505,36.0,8183.55,606.03,0.0
8337,2.0,244.3,12.82,33.0,1892.6,339.16,0.0
8338,11.0,6311.74,230.975,39.0,15132.106,344.867,0.0
8339,28.0,12327.292,582.59,41.0,7929.638,404.833,0.0
8340,590.0,46898.45,9843.65,16.0,0.0,19.63,0.0
8341,36.0,61466.11,822.97,45.0,50908.41,568.434,0.0
8342,201.0,0.0,9.83,2.0,0.0,3.32,0.0
8343,1434.0,7153.87,452.45,1878.0,11968.77,558.588,0.0
8344,28.0,24915.597,474.61,42.0,11914.17,385.702,0.0
8345,192.0,8591.795,757.266,299.0,11746.68,1095.806,0.0
8346,3.0,2351.25,89.67,73.0,7021.88,631.719,0.0
8347,53.0,8342.299,388.822,58.0,5429.07,467.703,0.0
8348,12.0,382.01,91.57,51.0,1611.107,591.025,0.0
8349,83.0,21055.41,1594.445,55.0,43260.42,664.18,0.0
8350,31.0,7032.683,193.345,47.0,4885.325,223.173,0.0
8351,78.0,1920.93,603.63,8.0,449.37,18.339,0.0
8352,19.0,3995.32,109.85,40.0,12842.11,224.298,0.0
8353,268.0,104373.661,1586.74,249.0,215038.41,4132.505,0.0
8354,202.0,0.0,20.78,1.0,0.0,6.89,0.0
8355,53.0,81.81,309.97,87.0,0.0,162.24,0.0
8356,177.0,625.78,582.19,44.0,0.0,54.83,0.0
8357,77.0,0.0,161.58,25.0,111.31,52.311,0.0
8358,235.0,0.0,29.63,1.0,0.0,2.25,0.0
8359,201.0,0.0,15.44,1.0,0.0,3.78,0.0
8360,164.0,0.0,11.28,1.0,0.0,3.74,0.0
8361,334.0,5374.665,1496.667,493.0,60897.175,2406.681,0.0
8362,19.0,8156.48,487.05,830.0,10742.46,366.604,0.0
8363,22.0,0.0,115.98,135.0,25288.605,1049.473,0.0
8364,111.0,17923.477,1588.344,172.0,10602.578,2978.41,0.0
8365,28.0,5448.59,265.915,36.0,5566.25,355.177,0.0
8366,29.0,13114.71,745.135,21.0,3532.13,182.863,0.0
8367,124.0,7481.05,284.66,34.0,8657.7,368.524,0.0
8368,255.0,0.0,470.38,159.0,0.0,276.76,0.0
8369,177.0,57372.94,3787.71,596.0,103028.144,9541.262,0.0
8370,784.0,46092.49,5167.901,927.0,27476.91,7000.707,0.0
8371,30.0,5611.78,237.025,83.0,24391.625,820.607,0.0
8372,33.0,10694.229,211.432,38.0,3835.53,156.082,0.0
8373,37.0,33524.568,482.76,41.0,6227.26,241.746,0.0
8374,22.0,8048.79,359.955,33.0,7276.29,573.481,0.0
8375,6.0,1848.85,97.88,57.0,20643.71,573.814,0.0
8376,197.0,28304.437,770.792,173.0,14665.135,681.659,0.0
8377,51.0,6677.384,762.118,81.0,7443.422,770.689,0.0
8378,201.0,0.0,9.87,2.0,0.0,3.34,0.0
8379,195.0,9635.18,269.4,437.0,11892.05,841.641,0.0
8380,62.0,46718.08,1207.225,112.0,34164.795,1821.213,0.0
8381,39.0,4879.084,331.088,74.0,5476.69,716.026,0.0
8382,46.0,18111.26,247.46,65.0,12684.977,621.0,0.0
8383,127.0,5330.57,637.439,41.0,2711.62,743.044,0.0
8384,154.0,0.0,81.93,209.0,0.0,120.362,0.0
8385,4.0,2997.61,58.52,28.0,5464.96,94.964,0.0
8386,40.0,2887.928,186.364,66.0,18884.115,638.442,0.0
8387,8.0,5635.782,200.247,29.0,4303.53,395.555,0.0
8388,40.0,50335.27,629.09,61.0,99153.32,2494.965,0.0
8389,1001.0,0.0,145.18,0.0,0.0,0.0,0.0
8390,160.0,1308.873,419.193,40.0,3021.46,210.318,0.0
8391,38.0,39208.44,797.624,740.0,14115.07,725.938,0.0
8392,26.0,39316.08,546.38,56.0,22383.902,905.506,0.0
8393,46.0,26851.935,603.79,16.0,12766.125,130.979,0.0
8394,18.0,4281.9,137.72,21.0,298.63,144.09,0.0
8395,43.0,67972.74,473.038,416.0,83865.925,2117.263,0.0
8396,142.0,4769.02,588.14,142.0,1592.02,742.73,0.0
8397,2.0,0.0,8.12,80.0,8965.49,1302.516,0.0
8398,202.0,0.0,20.47,1.0,0.0,6.78,0.0
8399,202.0,0.0,16.81,1.0,0.0,5.0,0.0
8400,48.0,16508.283,393.165,61.0,5365.448,829.922,0.0
8401,187.0,0.0,15.53,104.0,0.0,12.974,0.0
8402,1001.0,0.0,121.56,0.0,0.0,0.0,0.0
8403,10.0,696.95,50.12,26.0,448.5,64.027,0.0
8404,68.0,21214.12,1589.005,106.0,20257.569,1495.084,0.0
8405,52.0,10189.82,368.38,60.0,35081.03,390.38,0.0
8406,293.0,0.0,23.35,1.0,0.0,3.3,0.0
8407,30.0,571.22,201.62,16.0,79.13,7.72,0.0
8408,375.0,18915.46,4407.328,274.0,1921.13,1512.525,0.0
8409,201.0,0.0,21.33,1.0,0.0,4.28,0.0
8410,19999.0,227427.65,1079566.72,13.0,0.0,11.75,0.0
8411,116.0,4069.93,2689.54,59.0,45.52,621.78,0.0
8412,21.0,10779.65,305.442,34.0,24354.232,491.856,0.0
8413,13.0,3093.645,104.99,32.0,4442.47,373.95,0.0
8414,66.0,65038.39,1124.911,118.0,70015.755,1346.974,0.0
8415,12.0,19432.22,165.28,29.0,7307.995,245.492,0.0
8416,163.0,19161.061,273.39,177.0,17426.91,150.804,0.0
8417,20.0,6956.428,131.322,966.0,31811.86,1093.779,0.0
8418,370.0,594.212,201.752,335.0,41757.021,442.591,0.0
8419,19.0,9229.953,170.957,26.0,3651.47,193.228,0.0
8420,283.0,40801.496,1317.202,281.0,43631.948,678.703,0.0
8421,6.0,48.2,56.09,30.0,892.665,180.524,0.0
8422,459.0,0.0,1685.561,330.0,0.0,725.985,0.0
8423,55.0,0.0,11.599,124.0,78.29,87.544,0.0
8424,65.0,19893.307,834.711,98.0,14704.945,981.131,0.0
8425,92.0,0.0,7.063,84.0,0.0,6.505,0.0
8426,15.0,9979.25,83.997,45.0,1218.33,166.859,0.0
8427,29.0,1518.38,224.02,15.0,342.749,178.622,0.0
8428,23.0,22057.52,346.157,44.0,7104.91,465.586,0.0
8429,381.0,3247.78,1251.195,190.0,0.0,673.495,0.0
8430,612.0,97457.38,5099.09,149.0,0.0,655.74,0.0
8431,52.0,21760.492,753.566,67.0,6293.376,765.226,0.0
8432,23.0,7169.3,210.415,68.0,1980.0,338.077,0.0
8433,62.0,1972.14,1085.27,81.0,213.66,493.096,0.0
8434,24.0,16663.175,490.24,220.0,7672.58,203.786,0.0
8435,28.0,0.0,401.66,30.0,3411.52,287.22,0.0
8436,7.0,2199.09,135.25,71.0,2612.93,249.871,0.0
8437,22.0,12054.8,308.667,69.0,29788.615,376.606,0.0
8438,1001.0,0.0,87.22,2.0,0.0,6.06,0.0
8439,7.0,330.87,25.295,35.0,3067.965,251.075,0.0
8440,19.0,10887.785,347.415,95.0,3335.39,360.16,0.0
8441,102.0,14635.62,955.47,86.0,87290.98,513.962,0.0
8442,276.0,19674.88,1422.362,326.0,155271.093,2443.608,0.0
8443,38.0,10120.06,941.6,259.0,0.0,5205.78,0.0
8444,54.0,0.0,323.87,13.0,635.46,30.998,0.0
8445,126.0,1303.096,669.531,143.0,2992.27,424.211,0.0
8446,52.0,7764.17,619.23,8.0,298.12,88.7,0.0
8447,40.0,14044.597,746.407,50.0,10223.765,775.405,0.0
8448,34.0,50886.861,301.322,44.0,2807.2,286.04,0.0
8449,39.0,38265.741,513.461,49.0,58540.1,455.447,0.0
8450,15.0,22479.44,193.91,18.0,21016.04,153.631,0.0
8451,45.0,444.76,550.28,58.0,58.28,551.84,0.0
8452,240.0,0.0,12.26,1.0,0.0,3.4,0.0
8453,115.0,19416.557,876.772,167.0,26135.94,1824.23,0.0
8454,42.0,12670.87,597.765,35.0,49734.105,539.628,0.0
8455,27.0,4018.53,265.55,14.0,1328.508,173.61,0.0
8456,46.0,0.0,319.73,7.0,0.0,10.35,0.0
8457,200.0,0.0,14.72,1.0,0.0,3.6,0.0
8458,474.0,10268.995,1447.658,405.0,11845.375,1516.577,0.0
8459,29.0,13567.841,280.166,86.0,27734.809,288.106,0.0
8460,12.0,2194.24,172.851,531.0,15640.16,118.988,0.0
8461,52.0,20447.79,1378.8,59.0,24295.51,1225.947,0.0
8462,71.0,8359.81,928.408,109.0,10246.088,1374.263,0.0
8463,3.0,1091.41,43.82,83.0,13990.135,779.99,0.0
8464,71.0,67850.085,351.857,101.0,31319.12,1053.613,0.0
8465,61.0,17626.426,1035.738,109.0,14968.625,1016.638,0.0
8466,222.0,2840.88,120.772,248.0,5469.159,292.693,0.0
8467,155.0,127.89,681.71,295.0,0.0,1930.39,0.0
8468,17.0,5713.11,116.38,34.0,2640.29,189.953,0.0
8469,76.0,17854.13,1420.872,85.0,5932.318,2831.896,0.0
8470,39.0,15425.014,1009.215,50.0,2974.02,866.087,0.0
8471,132.0,0.0,749.035,166.0,0.0,1084.65,0.0
8472,25.0,3598.41,139.63,60.0,998.96,155.48,0.0
8473,13.0,16550.49,176.08,33.0,18541.29,419.931,0.0
8474,20.0,6875.17,93.077,53.0,0.0,99.387,0.0
8475,11.0,21965.945,289.11,20.0,5567.96,202.903,0.0
8476,24.0,17821.893,301.71,43.0,21988.73,412.598,0.0
8477,34.0,7387.546,724.306,39.0,4369.67,1205.38,0.0
8478,34.0,13447.84,861.3,30.0,29929.452,418.98,0.0
8479,1000.0,0.0,97.98,0.0,0.0,0.0,0.0
8480,66.0,14494.616,582.579,78.0,17850.44,891.802,0.0
8481,87.0,5782.185,146.126,87.0,5384.87,319.844,0.0
8482,66.0,8000.09,640.643,62.0,5670.876,1289.601,0.0
8483,0.0,0.0,0.0,27.0,19396.15,140.93,0.0
8484,3891.0,0.0,1244.77,1529.0,0.0,1484.59,0.0
8485,76.0,766.178,574.011,77.0,5425.7,754.375,0.0
8486,65.0,15828.04,996.766,88.0,77293.81,1058.044,0.0
8487,73.0,19137.61,513.105,50.0,2761.525,343.117,0.0
8488,37.0,17903.243,559.405,53.0,15597.75,588.131,0.0
8489,164.0,0.0,11.49,1.0,0.0,6.54,0.0
8490,71.0,268428.13,970.84,25.0,7800.03,223.4,0.0
8491,1001.0,0.0,143.7,0.0,0.0,0.0,0.0
8492,88.0,16574.534,1301.218,75.0,12306.93,855.111,0.0
8493,57.0,26595.55,567.613,169.0,22961.6,1720.156,0.0
8494,130.0,9683.185,507.825,142.0,10493.405,850.979,0.0
8495,64.0,1195.75,832.24,13.0,0.0,40.671,0.0
8496,36.0,16031.549,604.02,148.0,30138.23,969.959,0.0
8497,1001.0,0.0,116.86,120.0,0.0,54.47,0.0
8498,253.0,25896.575,2215.25,804.0,38073.885,8751.395,0.0
8499,225.0,5024.895,322.127,31.0,6631.979,578.987,0.0
8500,20.0,4029.11,299.138,32.0,4409.22,379.091,0.0
8501,243.0,12725.705,2698.685,237.0,11743.335,2522.665,0.0
8502,19.0,5513.62,188.51,46.0,10176.33,304.58,0.0
8503,41.0,19936.333,925.345,67.0,40780.465,1295.657,0.0
8504,20.0,8809.87,268.85,37.0,6163.629,432.667,0.0
8505,199.0,0.0,16.69,1.0,0.0,4.71,0.0
8506,138.0,6829.504,521.672,170.0,2243.77,1319.15,0.0
8507,5.0,3517.98,57.25,32.0,0.0,97.29,0.0
8508,8.0,6742.546,46.955,29.0,5212.309,211.072,0.0
8509,1320.0,416.85,6710.31,127.0,780.976,884.347,0.0
8510,18.0,10920.88,387.4,42.0,31679.94,291.276,0.0
8511,80.0,0.0,653.29,86.0,137.74,698.898,0.0
8512,38.0,637.91,432.13,58.0,765.17,42.679,0.0
8513,24.0,6048.714,219.905,38.0,3415.97,219.621,0.0
8514,34.0,25630.98,495.71,46.0,28357.938,494.108,0.0
8515,22.0,2000.84,189.775,154.0,0.0,197.935,0.0
8516,61.0,10454.407,933.709,31.0,14166.946,233.576,0.0
8517,82.0,11252.99,725.6,114.0,7380.75,1390.26,0.0
8518,54.0,11807.799,1023.02,190.0,11739.62,1750.323,0.0
